10,0,94.3154172991561
10,1,96.7851717599261
10,2,93.8216003079006
10,3,94.9463491739513
10,4,94.8225522724318
10,5,91.385363882244
10,6,89.6905437052298
10,7,85.5163316530935
10,8,85.4819154067464
10,9,83.4863152463525
10,10,82.4637510449189
11,0,96.3974195319656
11,1,93.3311599661035
11,2,89.6802192523951
11,3,90.0927984886184
11,4,93.3390223384894
11,5,87.0755107094937
11,6,86.0698837931473
11,7,86.2573441996141
11,8,77.8415630868113
11,9,79.1658128905844
11,10,79.4673863393831
12,0,92.2666369384214
12,1,92.5204265516715
12,2,95.2014095037069
12,3,87.001079978283
12,4,87.3885336370748
12,5,86.4021184144614
12,6,83.2858714269962
12,7,79.662602845154
12,8,74.7126469986151
12,9,72.7139105320952
12,10,67.139936713611
13,0,91.0963309662059
13,1,89.0717890429731
13,2,89.8717911458664
13,3,88.9701770211078
13,4,82.7775620751394
13,5,81.0105780778755
13,6,76.9914601512711
13,7,73.7622660511954
13,8,69.3233924165387
13,9,66.2310931892483
13,10,59.0827708094727
14,0,88.3026256704348
14,1,87.8077485832739
14,2,83.1602932133968
14,3,85.1962912573389
14,4,77.1003474637192
14,5,76.4544374023874
14,6,70.9535142846235
14,7,66.5510186324678
14,8,63.1678410123966
14,9,56.8641589640772
14,10,50.329839645796
15,0,81.4248316845404
15,1,84.3889903209811
15,2,79.9443916630998
15,3,78.0611716913705
15,4,75.550954099991
15,5,70.6713472199712
15,6,62.261003616669
15,7,57.2418914885319
15,8,53.4524711066166
15,9,44.0031872036321
15,10,41.3172261068718
16,0,83.3344144910772
16,1,80.1810569030047
16,2,73.865224792981
16,3,73.1391448338117
16,4,63.1433821001889
16,5,60.0166407649991
16,6,54.7228146833732
16,7,50.7763556059299
16,8,41.9474376160311
16,9,32.1451978350584
16,10,26.3253611489238
17,0,74.3508021317032
17,1,69.738801822618
17,2,63.2922138679718
17,3,61.8033641135845
17,4,56.4345983121686
17,5,53.4156996101271
17,6,46.0438239149239
17,7,37.3793674541462
17,8,29.522157391323
17,9,23.7413349510596
17,10,15.4508980382189
18,0,70.2678357011741
18,1,65.2331454955924
18,2,60.5150332109042
18,3,50.4190695451395
18,4,48.5405459417788
18,5,38.740354019121
18,6,32.2985537233601
18,7,26.303235717708
18,8,18.6291306910564
18,9,5.38243165424504
18,10,1.14253509201254
19,0,57.803068170454
19,1,53.9790633867494
19,2,50.5613539978872
19,3,41.2269500044265
19,4,35.6713361607493
19,5,27.7916886987185
19,6,21.9798741562293
19,7,12.7816801749559
19,8,0.919311061229323
19,9,-6.02612071755121
19,10,-14.3121932817231
20,0,48.9714117176201
20,1,44.6681746830307
20,2,37.9007691267787
20,3,32.0891328369122
20,4,23.747732667374
20,5,10.6534519783875
20,6,3.78148227940427
20,7,-1.87749331790277
20,8,-14.3226794015486
20,9,-21.1381975088784
20,10,-26.8709497234044
21,0,39.1531915238979
21,1,34.5196997164427
21,2,26.8431175117007
21,3,14.6984890135037
21,4,8.59244047563787
21,5,1.87226488612417
21,6,-5.50086140851639
21,7,-17.6601063983953
21,8,-26.7751635992201
21,9,-27.3872125100068
21,10,-36.8100476991595
22,0,25.1412197067213
22,1,18.7565985722223
22,2,13.7266329800316
22,3,5.13137495328908
22,4,-6.82513142306134
22,5,-13.0156109891796
22,6,-18.633056324165
22,7,-29.6098294748815
22,8,-39.8940345844973
22,9,-47.043235399596
22,10,-51.9753073634543
23,0,15.8672785835143
23,1,1.54540773303668
23,2,-6.32366638847418
23,3,-12.4552953233072
23,4,-22.4668632617393
23,5,-32.7736050365386
23,6,-37.8664480027599
23,7,-41.9028602412179
23,8,-48.092513601814
23,9,-55.3179750514774
23,10,-61.9497151227743
24,0,-0.253046025706969
24,1,-7.95020717353243
24,2,-15.7096667860879
24,3,-18.6045185653832
24,4,-33.7106246401783
24,5,-38.018206726552
24,6,-44.6680157863482
24,7,-52.9751563541887
24,8,-56.3673024883772
24,9,-61.9965467683089
24,10,-68.1517620103736
25,0,-10.0800750306856
25,1,-26.5117801417156
25,2,-31.11116293271
25,3,-38.749841992449
25,4,-46.5107283447061
25,5,-47.6716681639452
25,6,-58.6909924648717
25,7,-61.3336502984994
25,8,-70.5109059899704
25,9,-71.9702138518928
25,10,-75.9326914884599
26,0,-29.307985712062
26,1,-34.7895972502085
26,2,-41.7713630368355
26,3,-49.8293658369072
26,4,-53.0369770540756
26,5,-62.7023173592108
26,6,-68.0621742783456
26,7,-70.8237667130267
26,8,-75.4766922701646
26,9,-81.3286768589108
26,10,-79.0631418722259
27,0,-37.7312621224806
27,1,-49.882178979359
27,2,-53.2812511215564
27,3,-61.0196496031
27,4,-64.0815625767483
27,5,-71.0259252440568
27,6,-72.76235174532
27,7,-75.4772385037842
27,8,-79.8618493106321
27,9,-82.0051909063067
27,10,-83.4900944661043
28,0,-53.5374322183501
28,1,-55.7029655962528
28,2,-63.419954189976
28,3,-65.4173985897242
28,4,-70.291488070382
28,5,-75.1275020929119
28,6,-79.9655069953984
28,7,-80.7054464635034
28,8,-82.2389981033723
28,9,-86.9179452315337
28,10,-87.8865231967744
29,0,-62.062113927565
29,1,-63.5074662508562
29,2,-67.5335163063977
29,3,-73.450136369326
29,4,-76.6168824642
29,5,-83.4883803193233
29,6,-84.0543947264855
29,7,-86.7168098481909
29,8,-87.1962439108147
29,9,-92.0617239338647
29,10,-89.0796423445554
30,0,-68.8582762496455
30,1,-72.8525360402512
30,2,-78.2615542740993
30,3,-78.255513984464
30,4,-79.1886368909095
30,5,-84.1415121628319
30,6,-88.8473000736902
30,7,-86.7356249109901
30,8,-93.0716388553719
30,9,-90.539216549035
30,10,-92.7992431730055
31,0,-76.3328667293953
31,1,-78.6909271650739
31,2,-80.8536039656187
31,3,-87.5220147083081
31,4,-84.7460308728889
31,5,-89.1267638494926
31,6,-88.9275232135821
31,7,-90.6812240525084
31,8,-95.7722660115977
31,9,-93.3006504919405
31,10,-95.7481120751423
32,0,-78.2578126718561
32,1,-83.3146102730863
32,2,-86.0596362138837
32,3,-85.3454352585807
32,4,-93.1473907427216
32,5,-90.8522220522434
32,6,-93.8894480538873
32,7,-94.8151333098204
32,8,-92.8778307793579
32,9,-94.9965642485159
32,10,-93.3201172187043
33,0,-84.3384917395019
33,1,-87.9726037652134
33,2,-85.2995685256336
33,3,-95.3835552135372
33,4,-94.4818716970066
33,5,-92.4148193996339
33,6,-94.959440040995
33,7,-96.1113164549163
33,8,-93.4003358176487
33,9,-97.730917874884
33,10,-94.0844735617128
34,0,-87.7166539921965
34,1,-90.879332518907
34,2,-94.7478948950409
34,3,-94.3484740030334
34,4,-90.6476219272408
34,5,-95.8425623668478
34,6,-97.9929681540152
34,7,-97.1595518527662
34,8,-95.2741523381484
34,9,-100
34,10,-95.2334053683639
35,0,-93.2388651353509
35,1,-87.5731453932691
35,2,-93.4972297756051
35,3,-97.9996265655855
35,4,-92.0455523704755
35,5,-97.1833831200726
35,6,-95.6588176396369
35,7,-96.9737390052238
35,8,-99.4892507428942
35,9,-99.8018257304853
35,10,-100
